Date,Open,High,Low,Close,Volume
2026-03-05,1.01,1.01,0.5,0.66,4628465
2026-03-06,0.66,0.66,0.45,0.48,2015271
2026-03-09,0.4,0.4,0.2,0.3,1911607
2026-03-10,0.39,0.39,0.19,0.24,1635227
2026-03-11,0.2,0.25,0.17,0.19,1602261
2026-03-12,0.18,0.18,0.12,0.13,1110789
2026-03-13,0.11,0.14,0.11,0.14,633719
2026-03-16,0.12,0.14,0.09,0.1,1057817
2026-03-17,0.14,0.14,0.07,0.08,2308248
2026-03-18,0.08,1.08,0.02,0.64,31549329
2026-03-19,0.64,1.37,0.4,0.79,40359533
