Date,Open,High,Low,Close,Volume
2026-04-20,89.61,89.61,89.61,89.61,500000
2026-04-21,89.64,89.64,89.64,89.64,5000
2026-04-22,89.89,89.89,89.89,89.89,375000000
2026-04-23,89.92,89.92,89.92,89.92,5000
2026-04-24,90.0,90.0,90.0,90.0,5000
2026-04-27,90.03,90.03,90.03,90.03,5000
2026-04-28,90.05,90.05,90.05,90.05,5000
2026-04-29,90.07,90.07,90.07,90.07,5000
