Date,Open,High,Low,Close,Volume
2025-11-10,10.95,10.95,9.54,9.54,62888
2025-11-11,8.62,8.79,8.54,8.54,166196
2025-11-12,7.54,7.88,7.54,7.54,167422
2025-11-13,7.0,7.51,6.54,6.54,310733
2025-11-14,6.51,6.95,6.25,6.56,54618
2025-11-17,6.79,6.9,6.32,6.85,90385
2025-11-18,6.85,7.19,6.5,6.51,63215
2025-11-19,6.5,6.92,6.31,6.5,32462
2025-11-20,6.32,6.32,5.52,5.87,271280
2025-11-21,5.89,6.08,5.6,5.63,23057
2025-11-24,5.65,6.63,5.4,5.92,350182
