Date,Open,High,Low,Close,Volume
2025-05-26,11.0,11.0,11.0,11.0,204
2025-05-27,12.1,12.1,12.1,12.1,22696
2025-05-29,13.31,13.31,13.31,13.29,502
2025-05-30,14.62,14.62,14.62,14.62,24101
2026-05-04,19.98,19.98,17.0,17.35,1000
