Date,Open,High,Low,Close,Volume
2026-03-12,1.01,1.01,1.0,1.01,6801
2026-03-13,2.01,2.01,2.01,2.01,25941
2026-03-16,3.01,3.01,3.01,3.01,183720
2026-03-17,4.01,4.01,3.02,3.99,527119
2026-03-18,3.36,4.88,3.36,3.91,481425
2026-03-19,3.97,3.97,2.91,2.91,769467
2026-03-24,2.91,3.5,2.05,2.36,823727
2026-03-25,2.71,2.71,1.45,1.53,1274489
