Date,Open,High,Low,Close,Volume
2026-02-12,1.83,1.83,1.83,1.83,790727
2026-02-13,2.83,2.83,2.25,2.3,8065665
2026-02-16,2.3,2.5,1.7,1.78,3108661
2026-02-17,1.73,1.73,1.02,1.09,6768200
2026-02-18,1.09,1.98,0.98,1.57,8171625
2026-02-19,1.6,1.6,1.16,1.19,1339952
2026-02-20,1.44,1.44,1.04,1.14,608055
2026-02-23,1.2,1.22,0.72,0.97,2349611
2026-02-24,0.91,1.11,0.7,0.77,878566
2026-02-25,0.79,1.2,0.7,0.75,1462391
2026-02-26,0.88,0.88,0.25,0.36,6528725
