Date,Open,High,Low,Close,Volume,SMA_50,SMA_200,SMA_20,STD_20,BBL_20_2.0,BBU_20_2.0,RSI_14
2025-01-05 19:00:00,34.83000183105469,34.84000015258789,34.83000183105469,34.70000076293945,162,,,,,,,
2025-01-06 19:00:00,34.0099983215332,34.0099983215332,33.9900016784668,34.0099983215332,502,,,,,,,
2025-01-07 19:00:00,32.310001373291016,32.5,32.0099983215332,32.02000045776367,601,,,,,,,
2025-01-08 19:00:00,33.97999954223633,33.97999954223633,30.219999313354492,30.229999542236328,503,,,,,,,
2025-01-09 19:00:00,33.2400016784668,33.2400016784668,32.70000076293945,30.229999542236328,504,,,,,,,
2025-01-12 19:00:00,32.9900016784668,32.9900016784668,30.5,31.809999465942383,503,,,,,,,
2025-01-13 19:00:00,32.939998626708984,32.939998626708984,31.350000381469727,32.779998779296875,1014,,,,,,,
2025-01-14 19:00:00,30.010000228881836,32.959999084472656,30.010000228881836,30.149999618530273,3911,,,,,,,
2025-01-15 19:00:00,31.700000762939453,31.700000762939453,31.700000762939453,30.149999618530273,2,,,,,,,
2025-01-16 19:00:00,32.38999938964844,32.38999938964844,31.979999542236328,30.149999618530273,35,,,,,,,
2025-01-19 19:00:00,32.349998474121094,32.95000076293945,32.04999923706055,32.650001525878906,10356,,,,,,,
2025-01-20 19:00:00,32.650001525878906,32.650001525878906,32.650001525878906,32.650001525878906,2,,,,,,,
2025-01-21 19:00:00,33.970001220703125,33.970001220703125,30.600000381469727,32.650001525878906,342,,,,,,,
2025-01-22 19:00:00,33.95000076293945,33.95000076293945,31.0,31.760000228881836,2429,,,,,,,38.72699425762394
2025-01-23 19:00:00,31.600000381469727,31.649999618530273,30.850000381469727,31.149999618530273,684,,,,,,,36.99633607502404
2025-01-26 19:00:00,32.0,32.0,32.0,31.149999618530273,2,,,,,,,38.966055230984175
2025-01-27 19:00:00,31.309999465942383,31.309999465942383,31.0,31.149999618530273,861,,,,,,,46.03463723265179
2025-01-28 19:00:00,31.979999542236328,31.979999542236328,30.010000228881836,30.030000686645508,2473,,,,,,,49.029131876847515
2025-01-29 19:00:00,30.5,30.5,30.350000381469727,30.030000686645508,25,,,,,,,49.029131876847515
2025-01-30 19:00:00,30.399999618530273,30.399999618530273,29.010000228881836,29.239999771118164,1602,,,31.43450002670288,1.4686997903252603,28.49710044605236,34.3718996073534,36.48791210554395
2025-02-02 19:00:00,30.0,30.0,29.0,29.139999389648438,4777,,,31.15649995803833,1.3384999412040082,28.479500075630316,33.83349984044635,28.935196529686422
2025-02-03 19:00:00,30.0,30.0,30.0,30.0,501,,,30.95600004196167,1.1794533674768979,28.597093307007874,33.314906776915464,48.90830045912377
2025-02-05 19:00:00,30.0,30.0,28.149999618530273,30.0,238,,,30.855000019073486,1.1699958114620232,28.51500839614944,33.19499164199753,48.90830045912377
2025-02-06 19:00:00,30.0,30.0,30.0,30.0,51,,,30.84350004196167,1.1775681503360718,28.488363741289525,33.19863634263381,48.90830045912377
2025-02-09 19:00:00,29.100000381469727,29.899999618530273,29.0,29.43000030517578,563,,,30.80350008010864,1.2125715807150497,28.37835691867854,33.22864324153874,17.40891063419697
2025-02-10 19:00:00,29.989999771118164,30.5,29.889999389648438,29.940000534057617,10701,,,30.710000133514406,1.2029352824365251,28.304129568641354,33.115870698387454,25.13761776122176
2025-02-11 19:00:00,32.5,32.5,29.049999237060547,30.0,30011,,,30.571000194549562,1.108028089998454,28.354944014552654,32.78705637454647,25.952808543810846
2025-02-12 19:00:00,31.940000534057617,31.940000534057617,29.899999618530273,30.010000228881836,44788,,,30.56400022506714,1.111265239106979,28.341469746853182,32.7865307032811,31.101516238824715
2025-02-13 19:00:00,30.950000762939453,30.950000762939453,30.0,30.010000228881836,11270,,,30.557000255584718,1.1144467049052134,28.328106845774293,32.78589366539514,35.8209047284211
2025-02-16 19:00:00,30.239999771118164,30.239999771118164,28.0,28.200000762939453,3051,,,30.459500312805176,1.231120799073898,27.99725871465738,32.921741910952974,24.699837957154344
2025-02-17 19:00:00,29.0,29.0,28.0,28.010000228881836,2003,,,30.227500247955323,1.2337956947479072,27.759908858459507,32.695091637451135,23.92027283321093
2025-02-18 19:00:00,29.600000381469727,30.0,28.100000381469727,28.010000228881836,22878,,,29.99550018310547,1.1897610950463908,27.615977993012688,32.37502237319825,29.38775684971499
2025-02-19 19:00:00,28.020000457763672,30.0,28.020000457763672,29.989999771118164,11868,,,29.86250009536743,1.0129417869545092,27.83661652145841,31.88838366927645,49.70929571717129
2025-02-20 19:00:00,29.989999771118164,29.989999771118164,29.979999542236328,29.989999771118164,2,,,29.774000072479247,0.9105832295558387,27.95283361336757,31.595166531590923,56.15763531369777
2025-02-23 19:00:00,29.950000762939453,29.950000762939453,29.899999618530273,29.989999771118164,11352,,,29.716000080108643,0.853478198710188,28.009043682688265,31.42295647752902,57.095162052995
