Date,Open,High,Low,Close,Volume
2017-05-02,8.7,8.8,8.03,8.19,18500
2017-05-03,8.4,8.4,7.72,7.84,38500
2017-05-04,7.7,8.84,7.7,8.5,71000
2017-05-05,8.95,8.95,7.6,7.84,110500
2017-05-08,7.98,8.1,7.75,7.77,133500
2017-05-09,7.51,8.77,7.51,8.77,189000
2017-05-10,9.75,9.77,9.12,9.77,223500
