Date,Open,High,Low,Close,Volume
2025-07-17,92.4,92.4,92.4,92.4,25000000
2025-08-22,93.5,93.5,93.5,93.5,1000000
2025-08-27,93.45,93.45,93.45,93.45,2600000
2026-04-22,99.79,99.79,99.79,99.79,100000000
